codeEntity|idListBlack|codeListBlack
0014|CE|carlos92@santander.com.mx
0014|CE|david197@example.com
0014|CE|carlos60@example.com
0014|CE|carlos539@example.com
0014|CE|laura586@yahoo.com
0014|CE|pedro313@hormail.com
0014|CE|ana889@hotmail.com
0014|CE|carlos565@gmail.com
0014|CE|david367@yahoo.com
0014|CE|luis536@hormail.com
0014|CE|jorge602@gmail.com
0014|CE|carlos879@santander.com.mx
0014|CE|ana60@hormail.com
0014|CE|carmen597@hormail.com
0014|CE|carmen656@santander.com.mx
0014|CE|carmen251@santander.com.mx
0014|CE|jorge261@hotmail.com
0014|CE|ana531@gmail.com
0014|CE|jose475@aoutlook.com
0014|CE|aaguirre423@hormail.com
0014|CE|carlos944@yahoo.com
0014|CE|fernanda694@hormail.com
0014|CE|laura306@yahoo.com
0014|CE|luis389@example.com
0014|CE|ana477@yahoo.com
0014|CE|carlos662@yahoo.com
0014|CE|carlos437@hotmail.com
0014|CE|luis840@gmail.com
0014|CE|carmen898@example.com
0014|CE|luis586@hormail.com
0014|CE|jorge188@santander.com.mx
0014|CE|luis752@aoutlook.com
0014|CE|pedro37@example.com
0014|CE|luis773@aoutlook.com
0014|CE|juan689@gmail.com
0014|CE|maria381@hormail.com
0014|CE|claudia352@aoutlook.com
0014|CE|jorge351@hotmail.com
0014|CE|luis56@yahoo.com
0014|CE|juan971@santander.com.mx
0014|CE|david629@aoutlook.com
0014|CE|maria252@example.com
0014|CE|jose761@hormail.com
0014|CE|fernanda306@hotmail.com
0014|CE|aaguirre974@yahoo.com
0014|CE|ana284@santander.com.mx
0014|CE|maria444@gmail.com
0014|CE|carmen370@santander.com.mx
0014|CE|fernanda877@hormail.com
0014|CE|jose186@santander.com.mx
0014|CE|pedro994@yahoo.com
0014|CE|aaguirre534@yahoo.com
0014|CE|fernanda330@hormail.com
0014|CE|claudia14@aoutlook.com
0014|CE|carmen152@aoutlook.com
0014|CE|jose109@hormail.com
0014|CE|juan78@gmail.com
0014|CE|fernanda114@aoutlook.com
0014|CE|maria337@yahoo.com
0014|CE|maria738@example.com
0014|CE|aaguirre651@aoutlook.com
0014|CE|luis935@hotmail.com
0014|CE|ana763@santander.com.mx
0014|CE|aaguirre605@example.com
0014|CE|juan367@yahoo.com
0014|CE|claudia38@gmail.com
0014|CE|ana123@aoutlook.com
0014|CE|jorge445@santander.com.mx
0014|CE|pedro596@hotmail.com
0014|CE|luis269@example.com
0014|CE|david999@hotmail.com
0014|CE|jose426@hotmail.com
0014|CE|jorge319@example.com
0014|CE|carmen931@santander.com.mx
0014|CE|jorge239@hotmail.com
0014|CE|david137@aoutlook.com
0014|CE|jorge657@hormail.com
0014|CE|aaguirre487@aoutlook.com
0014|CE|laura555@example.com
0014|CE|juan551@yahoo.com
0014|CE|claudia542@aoutlook.com
0014|CE|aaguirre872@santander.com.mx
0014|CE|ana916@hotmail.com
0014|CE|laura970@example.com
0014|CE|juan82@hotmail.com
0014|CE|juan209@gmail.com
0014|CE|fernanda234@yahoo.com
0014|CE|jose357@hormail.com
0014|CE|david18@yahoo.com
0014|CE|jorge787@gmail.com
0014|CE|laura242@example.com
0014|CE|ana384@hormail.com
0014|CE|pedro332@yahoo.com
0014|CE|juan297@aoutlook.com
0014|CE|claudia935@yahoo.com
0014|CE|carmen257@aoutlook.com
0014|CE|david68@aoutlook.com
0014|CE|jose614@hormail.com
0014|CE|luis554@example.com
0014|CE|juan266@santander.com.mx
0014|CE|maria730@yahoo.com
0014|CE|juan582@aoutlook.com
0014|CE|luis583@example.com
0014|CE|luis969@santander.com.mx
0014|CE|maria610@aoutlook.com
0014|CE|pedro390@yahoo.com
0014|CE|david799@hotmail.com
0014|CE|fernanda933@aoutlook.com
0014|CE|laura196@hormail.com
0014|CE|claudia297@santander.com.mx
0014|CE|aaguirre920@gmail.com
0014|CE|jose777@santander.com.mx
0014|CE|maria580@yahoo.com
0014|CE|juan776@santander.com.mx
0014|CE|carlos983@aoutlook.com
0014|CE|carlos723@gmail.com
0014|CE|carlos362@santander.com.mx
0014|CE|aaguirre134@santander.com.mx
0014|CE|luis138@hormail.com
0014|CE|jose551@yahoo.com
0014|CE|luis651@hormail.com
0014|CE|claudia921@gmail.com
0014|CE|juan157@hotmail.com
0014|CE|maria747@example.com
0014|CE|david144@hormail.com
0014|CE|david945@hotmail.com
0014|CE|jorge202@gmail.com
0014|CE|ana541@gmail.com
0014|CE|maria137@gmail.com
0014|CE|pedro357@hotmail.com
0014|CE|maria48@example.com
0014|CE|aaguirre530@hotmail.com
0014|CE|jorge820@gmail.com
0014|CE|ana946@hotmail.com
0014|CE|luis96@hotmail.com
0014|CE|luis220@aoutlook.com
0014|CE|jose650@yahoo.com
0014|CE|claudia96@yahoo.com
0014|CE|carmen283@aoutlook.com
0014|CE|luis376@example.com
0014|CE|carmen132@aoutlook.com
0014|CE|fernanda369@santander.com.mx
0014|CE|fernanda919@aoutlook.com
0014|CE|david840@hotmail.com
0014|CE|luis538@example.com
0014|CE|david792@aoutlook.com
0014|CE|fernanda964@gmail.com
0014|CE|juan230@hormail.com
0014|CE|jorge988@yahoo.com
0014|CE|maria684@yahoo.com
0014|CE|juan896@hormail.com
0014|CE|pedro118@hormail.com
0014|CE|claudia251@hormail.com
0014|CE|jorge743@santander.com.mx
0014|CE|ana917@santander.com.mx
0014|CE|carmen661@santander.com.mx
0014|CE|claudia411@gmail.com
0014|CE|carlos868@hormail.com
0014|CE|claudia367@santander.com.mx
0014|CE|laura248@gmail.com
0014|CE|jose404@hotmail.com
0014|CE|ana986@example.com
0014|CE|david675@santander.com.mx
0014|CE|claudia682@aoutlook.com
0014|CE|jorge588@yahoo.com
0014|CE|pedro781@example.com
0014|CE|jorge439@santander.com.mx
0014|CE|ana433@santander.com.mx
0014|CE|aaguirre618@hotmail.com
0014|CE|carmen841@aoutlook.com
0014|CE|fernanda619@aoutlook.com
0014|CE|fernanda488@yahoo.com
0014|CE|david147@hormail.com
0014|CE|claudia242@hotmail.com
0014|CE|luis588@example.com
0014|CE|carlos588@aoutlook.com
0014|CE|fernanda567@hotmail.com
0014|CE|david931@yahoo.com
0014|CE|carlos268@gmail.com
0014|CE|maria618@santander.com.mx
0014|CE|aaguirre61@aoutlook.com
0014|CE|luis256@aoutlook.com
0014|CE|laura964@example.com
0014|CE|claudia15@gmail.com
0014|CE|david868@example.com
0014|CE|carmen253@hotmail.com
0014|CE|claudia583@hormail.com
0014|CE|claudia957@gmail.com
0014|CE|laura291@gmail.com
0014|CE|aaguirre485@hotmail.com
0014|CE|fernanda234@hotmail.com
0014|CE|luis563@gmail.com
0014|CE|jose131@gmail.com
0014|CE|claudia941@example.com
0014|CE|pedro132@example.com
0014|CE|maria712@gmail.com
0014|CE|ana833@santander.com.mx
0014|CE|jose548@hormail.com
0014|CE|ana260@hormail.com
0014|CE|jorge76@example.com
0014|CE|maria759@example.com
0014|CE|carmen16@santander.com.mx
0014|CE|aaguirre878@yahoo.com
0014|CE|juan347@hormail.com
0014|CE|carmen653@santander.com.mx
0014|CE|luis628@aoutlook.com
0014|CE|fernanda427@santander.com.mx
0014|CE|david456@example.com
0014|CE|claudia720@yahoo.com
0014|CE|laura539@example.com
0014|CE|carlos863@gmail.com
0014|CE|david982@santander.com.mx
0014|CE|pedro559@aoutlook.com
0014|CE|claudia153@santander.com.mx
0014|CE|laura600@gmail.com
0014|CE|aaguirre434@aoutlook.com
0014|CE|carmen831@hormail.com
0014|CE|carmen915@yahoo.com
0014|CE|jorge384@santander.com.mx
0014|CE|juan554@hormail.com
0014|CE|maria428@hormail.com
0014|CE|maria310@example.com
0014|CE|claudia620@hotmail.com
0014|CE|juan878@hormail.com
0014|CE|luis472@santander.com.mx
0014|CE|jose883@gmail.com
0014|CE|aaguirre889@hormail.com
0014|CE|aaguirre387@example.com
0014|CE|claudia257@aoutlook.com
0014|CE|claudia249@yahoo.com
0014|CE|carmen826@yahoo.com
0014|CE|maria87@yahoo.com
0014|CE|juan875@example.com
0014|CE|fernanda291@aoutlook.com
0014|CE|claudia12@hotmail.com
0014|CE|luis889@gmail.com
0014|CE|claudia375@example.com
0014|CE|david326@santander.com.mx
0014|CE|jose209@example.com
0014|CE|maria689@hormail.com
0014|CE|fernanda492@hormail.com
0014|CE|fernanda928@hormail.com
0014|CE|jose165@hotmail.com
0014|CE|fernanda433@gmail.com
0014|CE|jose168@gmail.com
0014|CE|luis900@aoutlook.com
0014|CE|jorge268@gmail.com
0014|CE|ana980@hotmail.com
0014|CE|juan845@yahoo.com
0014|CE|pedro895@gmail.com
0014|CE|carlos775@yahoo.com
0014|CE|carlos215@yahoo.com
0014|CE|carmen492@example.com
0014|CE|maria518@yahoo.com
0014|CE|carlos110@hormail.com
0014|CE|ana664@hormail.com
0014|CE|carlos797@aoutlook.com
0014|CE|carmen151@example.com
0014|CE|carmen501@hotmail.com
0014|CE|laura586@santander.com.mx
0014|CE|claudia196@hormail.com
0014|CE|david327@hotmail.com
0014|CE|pedro667@gmail.com
0014|CE|juan19@example.com
0014|CE|pedro441@gmail.com
0014|CE|aaguirre105@example.com
0014|CE|carmen703@hotmail.com
0014|CE|ana138@aoutlook.com
0014|CE|claudia270@santander.com.mx
0014|CE|claudia947@aoutlook.com
0014|CE|ana652@aoutlook.com
0014|CE|luis343@aoutlook.com
0014|CE|jorge421@hotmail.com
0014|CE|ana354@hormail.com
0014|CE|carmen779@hotmail.com
0014|CE|jorge47@gmail.com
0014|CE|luis306@hotmail.com
0014|CE|juan279@santander.com.mx
0014|CE|fernanda967@hormail.com
0014|CE|jorge423@hotmail.com
0014|CE|carmen711@gmail.com
0014|CE|jorge617@aoutlook.com
0014|CE|claudia56@example.com
0014|CE|aaguirre6@aoutlook.com
0014|CE|claudia62@yahoo.com
0014|CE|pedro60@gmail.com
0014|CE|carlos468@yahoo.com
0014|CE|pedro801@yahoo.com
0014|CE|juan562@hotmail.com
0014|CE|aaguirre544@gmail.com
0014|CE|juan874@gmail.com
0014|CE|jose284@hormail.com
0014|CE|jorge870@hotmail.com
0014|CE|laura526@gmail.com
0014|CE|carmen739@yahoo.com
0014|CE|juan229@santander.com.mx
0014|CE|laura556@gmail.com
0014|CE|juan880@santander.com.mx
0014|CE|ana977@hotmail.com
0014|CE|fernanda48@santander.com.mx
0014|CE|jose485@santander.com.mx
0014|CE|maria644@aoutlook.com
0014|CE|jorge19@yahoo.com
0014|CE|fernanda303@aoutlook.com
0014|CE|juan250@santander.com.mx
0014|CE|ana873@aoutlook.com
0014|CE|maria448@santander.com.mx
0014|CE|carmen549@yahoo.com
0014|CE|ana898@hotmail.com
0014|CE|aaguirre550@gmail.com
0014|CE|juan884@hotmail.com
0014|CE|ana59@aoutlook.com
0014|CE|david723@aoutlook.com
0014|CE|david379@hormail.com
0014|CE|laura590@hormail.com
0014|CE|juan307@gmail.com
0014|CE|carmen497@yahoo.com
0014|CE|fernanda817@santander.com.mx
0014|CE|david167@yahoo.com
0014|CE|aaguirre301@hormail.com
0014|CE|laura91@aoutlook.com
0014|CE|laura769@yahoo.com
0014|CE|jorge696@aoutlook.com
0014|CE|fernanda454@aoutlook.com
0014|CE|ana579@hotmail.com
0014|CE|jorge675@hormail.com
0014|CE|claudia252@hotmail.com
0014|CE|david97@aoutlook.com
0014|CE|david68@santander.com.mx
0014|CE|aaguirre137@santander.com.mx
0014|CE|fernanda777@example.com
0014|CE|laura481@aoutlook.com
0014|CE|aaguirre668@gmail.com
0014|CE|ana781@gmail.com
0014|CE|david348@santander.com.mx
0014|CE|ana355@hormail.com
0014|CE|laura791@yahoo.com
